example_id                                                               | status | run_time        |
./spec/activerecord/friend_spec.rb[1:1:2:1:4:5]                          | passed | 0.06292 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:4:6]                          | passed | 0.06031 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:4:7]                          | passed | 0.05869 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:4:8]                          | passed | 0.06149 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:4:9]                          | passed | 0.05882 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:4:10]                         | passed | 0.06968 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:5:1]                          | passed | 0.05713 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:5:2]                          | passed | 0.08405 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:5:3]                          | passed | 0.06384 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:5:4]                          | passed | 0.05957 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:5:5]                          | passed | 0.05932 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:5:6]                          | passed | 0.06518 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:5:7]                          | passed | 0.05613 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:5:8]                          | passed | 0.05668 seconds |
./spec/activerecord/friend_spec.rb[1:1:2:1:6:1]                          | passed | 0.0419 seconds  |
./spec/activerecord/friend_spec.rb[1:1:2:1:6:2]                          | passed | 0.03692 seconds |
./spec/activerecord/friendship_spec.rb[1:1:1]                            | passed | 0.04124 seconds |
./spec/activerecord/friendship_spec.rb[1:1:2:1]                          | passed | 0.00414 seconds |
./spec/activerecord/friendship_spec.rb[1:1:2:2]                          | passed | 0.00425 seconds |
./spec/activerecord/friendship_spec.rb[1:1:2:3]                          | passed | 0.00437 seconds |
./spec/activerecord/friendship_spec.rb[1:1:2:4]                          | passed | 0.00429 seconds |
./spec/activerecord/friendship_spec.rb[1:1:2:5]                          | passed | 0.00912 seconds |
./spec/activerecord/friendship_spec.rb[1:1:2:6]                          | passed | 0.00438 seconds |
./spec/activerecord/friendship_spec.rb[1:1:3:1]                          | passed | 0.00805 seconds |
./spec/activerecord/friendship_spec.rb[1:1:3:2]                          | passed | 0.01152 seconds |
./spec/activerecord/friendship_spec.rb[1:1:3:3]                          | passed | 0.01107 seconds |
./spec/activerecord/friendship_spec.rb[1:1:3:4]                          | passed | 0.01271 seconds |
./spec/activerecord/friendship_spec.rb[1:1:3:5]                          | passed | 0.01286 seconds |
./spec/activerecord/friendship_spec.rb[1:1:3:6]                          | passed | 0.00966 seconds |
./spec/activerecord/friendship_spec.rb[1:1:3:7]                          | passed | 0.01351 seconds |
./spec/activerecord/friendship_spec.rb[1:1:4:1]                          | passed | 0.00669 seconds |
./spec/activerecord/friendship_spec.rb[1:1:4:2]                          | passed | 0.01338 seconds |
./spec/activerecord/friendship_spec.rb[1:1:4:3]                          | passed | 0.00647 seconds |
./spec/activerecord/friendship_spec.rb[1:1:4:4]                          | passed | 0.00717 seconds |
./spec/activerecord/friendship_spec.rb[1:1:4:5]                          | passed | 0.00617 seconds |
./spec/activerecord/friendship_spec.rb[1:1:4:6]                          | passed | 0.00584 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:1]   | passed | 0.02311 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:2:1] | passed | 0.00576 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:2:2] | passed | 0.00561 seconds |
